dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,attack_cat,label
38.869,udp,-,FIN,106,171,104506,235401,2052.39,254,0,478241.3,634391.2,8,5,Normal,0
1.256,udp,smtp,INT,139,96,88933,124275,62.91,255,252,824362.0,1592426.4,7,7,Normal,0
4.404,tcp,ftp-data,FIN,68,32,37542,227868,4861.26,128,252,384096.5,147873.0,8,1,Generic,1
24.041,tcp,dns,CON,84,221,48387,13620,13.93,64,60,292250.6,738868.5,10,1,Normal,0
7.299,tcp,http,INT,147,0,38837,175676,855.02,255,252,267747.0,1022342.9,2,18,Generic,1
8.382,udp,dns,FIN,5,154,114818,223670,4699.51,254,29,308854.8,1974892.6,7,3,Exploits,1
23.429,tcp,dns,FIN,238,211,91398,233505,3904.21,64,60,128205.3,1478451.2,6,0,Analysis,1
0.262,udp,dns,FIN,251,194,57913,181461,852.38,64,32,239705.5,1668260.5,8,14,Exploits,1
19.749,tcp,http,RST,180,189,68524,178935,3199.65,255,60,259394.1,1070780.1,6,7,Generic,1
11.696,tcp,dns,FIN,95,206,5236,152042,1773.41,254,252,1308.1,1119352.2,4,9,Normal,0
2.457,udp,http,INT,180,211,99779,248645,3095.38,64,29,142118.0,1418862.1,12,2,Normal,0
8.379,unas,-,FIN,59,62,58391,232931,4614.25,128,32,438985.2,781554.8,2,14,Normal,0
0.241,tcp,dns,FIN,153,297,63166,241932,2477.18,128,32,393739.8,591294.7,10,10,Generic,1
4.408,tcp,dns,FIN,78,204,68233,73010,2648.4,31,252,422226.9,1969191.1,11,18,Normal,0
6.38,tcp,ftp-data,FIN,140,154,51095,22225,1091.05,255,252,541906.9,203270.0,14,19,Normal,0
0.0,udp,http,FIN,120,98,24938,231081,3385.14,31,0,6861.8,687156.1,5,0,Generic,1
4.124,tcp,smtp,FIN,139,268,34412,50141,4641.13,64,0,657174.1,1147002.8,8,8,Normal,0
7.507,tcp,dns,INT,104,140,31606,226933,2861.35,31,32,735089.0,1017723.4,11,4,Normal,0
13.171,udp,ssh,FIN,225,101,70555,213293,1004.06,128,0,106645.8,132731.5,8,12,Normal,0
5.882,tcp,http,CON,172,330,98801,209650,1692.35,255,32,181295.1,51161.8,5,14,Normal,0
0.346,arp,http,REQ,19,269,33110,95739,458.77,254,252,303560.4,1469052.3,0,7,Generic,1
9.218,tcp,dns,CON,116,243,40121,160511,3377.75,64,29,43778.7,1595181.3,0,16,Normal,0
16.282,tcp,dns,INT,69,72,67312,17685,28.07,64,252,194856.8,1007182.0,11,3,Normal,0
26.672,tcp,ftp-data,RST,125,288,54600,128534,196.23,254,0,905216.6,1228799.8,6,18,Exploits,1
2.104,tcp,http,INT,216,49,57931,123138,336.53,255,0,291769.9,729208.1,14,16,Normal,0
21.479,arp,-,RST,132,88,64821,170810,2339.96,31,0,964463.9,881210.1,12,13,Normal,0
73.163,tcp,ssh,INT,26,68,51903,200073,3876.83,255,29,104056.6,1544529.0,7,7,Normal,0
0.343,tcp,http,CON,130,145,95416,81105,1582.72,128,32,539993.7,925561.3,13,9,Normal,0
14.055,udp,http,FIN,158,37,20841,140080,4222.71,31,252,511580.4,1627833.8,1,3,Fuzzers,1
19.879,tcp,http,INT,55,173,54925,211631,3580.0,255,29,385764.8,513877.1,4,7,Exploits,1
7.414,udp,http,FIN,39,181,15191,85236,4122.63,64,252,444562.5,1853382.9,1,18,DoS,1
11.406,tcp,ftp-data,FIN,154,3,80888,6967,3671.81,254,252,570779.5,1976581.8,3,8,Normal,0
24.032,unas,-,FIN,95,304,45810,237372,2531.03,64,252,301639.1,357229.0,13,16,Normal,0
3.603,udp,dns,FIN,27,275,25239,202826,328.31,64,252,71926.2,584355.4,6,15,Generic,1
2.799,udp,ssh,FIN,35,248,32297,229704,4167.49,255,32,675419.0,689693.8,11,9,Fuzzers,1
2.404,udp,http,FIN,107,227,101350,25361,3994.14,255,252,630820.5,1733771.6,1,5,Normal,0
12.595,tcp,http,CON,1,93,53544,191885,3603.07,64,32,85033.5,36334.4,10,1,Normal,0
3.666,udp,http,FIN,203,188,39937,226852,752.43,254,29,927703.8,1954418.3,1,15,Normal,0
1.775,udp,dns,RST,68,60,85085,244700,2661.67,254,32,826965.4,531358.1,12,12,Normal,0
0.419,udp,ftp-data,INT,258,125,82742,90465,3986.39,254,0,543078.9,41364.2,11,18,Normal,0
1.75,tcp,dns,CON,147,42,59560,216610,4085.64,254,0,236583.2,496341.1,6,19,Normal,0
5.829,udp,dns,FIN,249,262,57107,123837,3380.81,255,60,241991.7,141478.8,7,8,Normal,0
4.288,tcp,dns,FIN,142,96,105310,31879,2627.38,64,60,212227.9,463272.8,12,6,Normal,0
29.122,tcp,smtp,FIN,225,171,2543,124754,679.7,128,0,685529.8,193985.4,13,3,Normal,0
21.459,tcp,smtp,FIN,119,63,42942,5309,4441.4,128,32,258214.7,853500.9,6,6,Normal,0
9.912,tcp,http,FIN,68,250,10702,150391,4670.4,31,0,948870.5,1605881.6,14,11,Normal,0
4.411,tcp,dns,FIN,117,87,109195,32039,1732.68,255,32,59036.3,1310073.9,3,4,Exploits,1
8.264,tcp,dns,FIN,125,315,12862,73301,1616.08,254,252,309857.4,72430.4,6,3,Exploits,1
6.757,tcp,ssh,FIN,54,223,94647,222820,2938.29,255,29,580855.3,21795.0,3,10,Generic,1
28.686,udp,http,FIN,212,199,109188,106626,2098.91,254,32,77301.5,909169.8,0,2,Normal,0
2.396,tcp,ssh,FIN,25,295,40083,84987,4918.6,254,60,311250.5,76109.0,5,4,DoS,1
16.738,arp,smtp,FIN,225,163,91498,187666,1482.47,255,0,600280.1,1051173.9,6,12,Normal,0
19.792,tcp,ssh,CON,219,146,54676,61156,2493.41,128,29,167912.6,429253.8,3,4,Generic,1
1.185,tcp,http,CON,81,16,33975,180624,642.27,31,29,341737.0,418406.5,10,1,Generic,1
2.365,udp,ssh,CON,297,225,107305,179974,4613.55,64,60,959454.8,1513133.8,7,5,Normal,0
24.285,udp,http,CON,289,39,40889,75516,3592.22,64,252,657882.7,328391.2,9,9,Generic,1
3.92,tcp,http,FIN,257,155,115353,198813,4073.24,31,60,63364.7,1411338.5,12,9,Normal,0
5.877,unas,smtp,CON,197,177,88118,13465,2817.1,64,29,548384.0,308033.7,4,18,Normal,0
10.459,tcp,http,INT,64,263,89558,216426,429.67,254,29,580668.7,1315991.2,1,17,Generic,1
0.342,tcp,-,FIN,140,77,14927,230735,1058.71,31,60,321247.6,1100674.8,6,13,Normal,0
14.637,udp,http,CON,129,80,20266,113844,2590.44,255,60,627132.1,558642.4,4,14,Normal,0
10.074,tcp,dns,FIN,234,31,99727,142559,4419.56,128,32,852035.7,1803356.6,14,15,Fuzzers,1
15.292,arp,-,FIN,268,331,47027,52455,604.98,128,252,564961.1,1582226.4,1,13,Exploits,1
7.715,unas,dns,FIN,76,4,100799,205649,4184.5,64,60,930629.1,908692.0,2,6,Normal,0
22.751,tcp,http,INT,15,87,42727,8630,3471.59,31,0,643114.6,13033.8,10,10,Normal,0
9.587,tcp,dns,FIN,45,310,5747,232750,567.6,128,0,7090.9,132916.5,13,14,Normal,0
2.028,udp,dns,INT,2,50,100610,51289,265.24,31,32,569936.3,1392229.2,1,18,Normal,0
24.038,unas,dns,FIN,224,2,31559,92192,4307.87,128,252,818891.7,1782711.6,12,14,Normal,0
14.678,tcp,-,CON,122,85,86856,102720,755.3,31,252,733329.9,510743.2,6,1,Normal,0
14.656,udp,dns,CON,118,205,53892,67507,4345.07,31,32,652806.1,1581104.2,8,0,Normal,0
0.859,tcp,smtp,FIN,178,269,34687,150729,4390.99,128,32,179892.5,1701362.3,2,8,Normal,0
8.575,tcp,dns,FIN,280,311,100635,89004,2685.01,31,0,654876.7,1188538.8,8,12,Exploits,1
12.059,tcp,http,FIN,28,341,119265,81458,4233.44,254,29,990664.4,878173.2,12,7,Fuzzers,1
1.329,tcp,-,INT,19,76,82797,195832,4097.96,254,32,254434.1,289070.8,14,1,Normal,0
13.17,tcp,smtp,CON,70,88,111876,26026,2402.61,31,0,899749.6,1301377.8,9,15,Fuzzers,1
7.162,tcp,dns,CON,41,85,96192,118711,774.18,128,29,135976.7,1557465.9,4,13,DoS,1
15.155,udp,http,FIN,177,190,79694,199333,3111.68,255,32,190883.8,1409025.5,12,6,Generic,1
1.177,tcp,smtp,FIN,95,136,81513,152379,1355.06,64,0,336710.2,1857918.5,10,8,Normal,0
2.702,tcp,http,REQ,264,106,83022,74525,2449.04,64,60,720016.1,322180.0,0,19,Normal,0
2.35,tcp,http,CON,280,258,87265,84271,2490.2,128,0,153905.6,1899848.4,6,7,Normal,0
4.943,tcp,ftp-data,INT,57,273,20793,31989,3143.97,31,29,269022.2,379978.0,5,7,Exploits,1
13.021,udp,-,CON,215,341,31268,237882,3591.6,64,252,602485.5,1037105.0,14,6,Normal,0
13.401,udp,smtp,FIN,206,125,97781,20877,3668.29,254,0,378871.6,1485285.5,1,7,Normal,0
7.663,tcp,dns,FIN,38,18,28644,38891,4939.53,31,252,400792.3,147035.1,12,12,Normal,0
11.095,tcp,smtp,CON,128,263,62835,1930,2228.09,255,60,142094.4,1147543.9,9,6,Normal,0
3.939,udp,dns,FIN,219,321,33712,72121,2544.94,31,32,838835.2,311026.2,9,7,Normal,0
15.196,tcp,http,CON,279,107,74183,212145,439.1,255,0,49767.1,1928876.6,8,2,Generic,1
12.821,tcp,http,FIN,2,38,42523,70475,4049.26,254,252,513038.8,1707170.5,11,10,Normal,0
19.113,tcp,http,FIN,121,130,38692,187121,3413.88,254,60,879810.8,470882.3,6,13,Exploits,1
2.6,tcp,smtp,INT,198,277,48626,190095,3835.53,254,29,355793.8,343185.1,3,6,Normal,0
8.677,tcp,http,FIN,247,140,42776,183511,496.73,64,32,303319.4,279857.9,14,5,Normal,0
2.477,tcp,dns,CON,44,74,7542,40376,3623.01,255,32,57312.0,1927026.7,0,8,Normal,0
12.965,tcp,dns,INT,197,252,93705,172254,4980.17,254,29,464878.6,1878902.0,4,2,Generic,1
4.682,tcp,-,FIN,27,303,56221,72532,3958.27,31,252,637638.3,977171.9,12,9,Exploits,1
9.481,tcp,dns,FIN,52,31,113808,139189,1907.28,254,252,487542.1,1048924.8,10,16,Normal,0
16.52,ospf,dns,REQ,137,43,27525,66003,2370.27,254,252,538104.0,534987.2,0,7,Exploits,1
2.421,tcp,smtp,FIN,255,294,46784,57230,746.11,254,0,640405.3,1635296.9,8,11,Normal,0
27.271,tcp,-,FIN,11,62,38764,31823,3359.94,254,60,351577.8,637892.1,2,7,Normal,0
8.857,tcp,ssh,RST,251,179,86175,122004,3293.86,255,32,591515.8,1943330.3,11,17,Normal,0
15.02,udp,smtp,FIN,5,46,55737,84541,1433.31,31,32,920487.6,582714.8,0,5,Normal,0
1.251,tcp,smtp,FIN,102,231,54378,114034,4837.99,254,32,864876.3,1261786.6,6,2,Normal,0
15.757,tcp,-,FIN,150,70,25566,187213,1372.92,31,60,273938.4,953914.2,12,8,Generic,1
2.295,tcp,dns,CON,208,183,21708,157195,2259.34,64,252,682973.8,1331944.7,5,4,Exploits,1
20.383,tcp,http,CON,100,169,115716,193070,2652.02,64,252,447160.1,1692504.8,4,18,Normal,0
2.112,tcp,dns,INT,173,170,34291,213124,3396.28,254,0,895118.2,229443.2,10,4,Normal,0
2.934,tcp,dns,FIN,131,84,34529,196404,4399.07,254,0,203375.6,1492432.4,8,10,Normal,0
24.563,tcp,http,REQ,222,191,32524,97256,3081.11,255,252,645986.4,531704.9,1,17,Normal,0
15.523,unas,dns,FIN,156,128,114800,57209,958.66,64,252,760245.9,1304348.5,2,10,Normal,0
5.657,tcp,http,FIN,236,77,43579,47411,3129.78,64,60,238185.3,1733361.0,13,19,Normal,0
0.962,udp,dns,REQ,255,125,49225,100215,648.01,254,60,513169.2,1883036.5,11,9,Normal,0
5.724,arp,-,INT,226,66,103464,167497,2637.72,255,60,726178.5,561773.4,10,4,Normal,0
28.346,tcp,dns,FIN,52,67,76431,26885,3295.1,64,29,734082.0,229707.0,1,4,Normal,0
12.795,udp,http,INT,133,245,61254,33823,2261.71,128,60,641027.1,592935.1,7,18,Exploits,1
19.745,udp,smtp,RST,267,233,78907,139013,4734.77,31,0,815941.2,755869.5,2,13,Exploits,1
21.052,tcp,dns,FIN,169,19,16451,198841,2617.45,254,32,5575.7,802571.4,3,7,Exploits,1
1.563,tcp,dns,FIN,285,198,113458,38181,2518.52,254,252,445013.9,1021211.2,3,9,Normal,0
2.954,tcp,http,FIN,105,42,60240,135758,1368.52,254,252,541504.1,1375797.0,2,10,Fuzzers,1
2.25,tcp,smtp,FIN,120,250,83353,214112,1950.04,254,60,258023.8,825326.4,10,4,Generic,1
3.916,tcp,dns,FIN,249,202,45854,226577,314.08,31,60,709177.2,631971.6,6,10,Generic,1
0.704,tcp,http,FIN,284,31,66306,155789,2925.93,64,29,691090.1,542661.0,8,5,Normal,0
4.348,tcp,http,CON,76,71,52947,152436,2487.11,31,29,456486.1,1927657.5,1,12,Generic,1
19.998,udp,http,CON,170,157,76560,242930,1914.35,64,252,7116.7,140563.1,0,13,Normal,0
10.004,udp,http,FIN,207,250,74439,83150,2776.23,254,0,526933.6,567653.0,5,10,Generic,1
3.948,tcp,dns,CON,203,138,35974,77060,4633.97,31,252,222082.8,1729662.0,9,4,Normal,0
0.151,tcp,-,FIN,83,151,69027,235995,801.96,255,29,988165.3,734979.5,7,17,DoS,1
34.017,udp,http,CON,234,90,92023,139831,4445.25,254,0,302857.6,1346144.6,8,14,Normal,0
4.111,tcp,dns,FIN,106,295,42482,139852,861.75,64,252,102923.8,1773819.2,6,0,Normal,0
18.824,tcp,http,CON,5,18,69871,226899,2388.6,31,252,922300.3,524381.8,1,11,Normal,0
5.018,tcp,dns,INT,37,336,38316,228284,3057.33,255,29,452531.3,274202.5,13,19,Normal,0
27.367,tcp,http,FIN,126,300,104788,246614,2830.8,255,60,252159.6,185850.4,4,6,Fuzzers,1
0.943,udp,http,INT,231,216,34631,202929,4695.3,128,29,919247.0,1145348.0,13,1,Normal,0
7.425,tcp,http,CON,22,220,13987,228170,4508.27,31,60,339562.9,1315369.5,4,8,Normal,0
22.442,udp,ssh,CON,160,328,51471,58787,4020.17,64,252,464757.6,1880672.0,8,7,Fuzzers,1
20.506,tcp,ftp-data,CON,165,169,17352,180582,3015.26,128,32,522597.1,577456.5,2,5,Normal,0
0.784,tcp,http,CON,65,189,58377,107617,1715.64,255,32,423311.3,1000860.4,3,11,Normal,0
24.522,udp,http,CON,67,256,42244,10111,4161.16,64,60,684448.3,53666.0,3,17,DoS,1
12.019,udp,ftp-data,CON,181,328,94331,158631,130.35,64,29,849565.8,1298333.3,2,15,Generic,1
29.316,tcp,http,FIN,121,266,113292,6078,3809.17,64,252,163207.3,335556.5,2,13,Generic,1
2.523,tcp,http,FIN,207,68,49624,181249,3569.09,254,29,610688.5,725727.3,12,14,Normal,0
12.481,tcp,-,FIN,24,165,65087,141877,282.3,31,29,255906.5,935875.2,14,13,Normal,0
3.456,tcp,ssh,FIN,132,212,94765,73898,1697.8,254,252,171815.9,245232.4,3,13,Generic,1
8.649,tcp,http,FIN,38,202,39485,38362,3892.52,254,29,380284.5,1909229.9,3,6,Normal,0
14.496,tcp,ftp-data,CON,42,241,44547,205697,3015.9,254,32,430594.8,1447776.7,6,6,Generic,1
13.107,tcp,http,FIN,27,205,34787,221229,4302.68,255,32,533976.1,36351.7,7,17,Normal,0
7.497,tcp,dns,CON,273,37,105408,134692,50.35,255,60,477237.7,1922468.9,0,17,Normal,0
8.336,udp,dns,CON,80,182,2044,48010,4456.19,254,0,24808.2,1619356.9,1,3,Normal,0
4.079,tcp,dns,FIN,147,16,115014,85780,571.33,254,29,575180.1,1923652.2,0,2,Fuzzers,1
9.974,tcp,http,FIN,30,104,105142,114813,2063.01,255,252,793098.8,1484720.8,7,10,Generic,1
6.645,tcp,dns,INT,120,184,37346,140449,2.84,255,252,391338.1,1805320.0,10,7,Normal,0
37.902,tcp,smtp,INT,188,348,107767,45653,2102.29,31,32,10876.2,285895.9,8,6,Fuzzers,1
63.002,udp,http,REQ,107,342,102984,208189,4397.42,255,32,479099.0,49778.2,0,14,Normal,0
12.195,tcp,http,FIN,43,123,23732,249823,2738.13,64,32,116447.4,47806.3,12,1,DoS,1
8.527,tcp,smtp,FIN,111,331,105517,45444,4786.27,255,252,294728.6,1896355.9,0,17,Normal,0
7.494,tcp,-,FIN,217,18,26600,106081,269.15,31,32,44138.2,1876998.1,4,18,Normal,0
5.647,udp,dns,FIN,82,64,16555,25300,401.41,254,0,886644.7,1474830.4,5,16,Generic,1
29.58,udp,-,INT,203,40,63415,225190,349.19,255,0,517475.3,829683.3,3,6,Generic,1
1.294,udp,http,FIN,67,111,4019,19024,4517.05,128,252,108661.1,1882545.7,10,3,Generic,1
4.343,udp,dns,CON,2,194,82333,142314,1633.74,128,32,651475.6,156761.0,10,17,Normal,0
0.822,tcp,dns,REQ,209,267,72589,139948,991.58,128,0,568060.6,1182120.7,6,14,Generic,1
1.713,tcp,http,FIN,29,157,3645,99505,3571.5,128,0,654710.0,1798468.7,10,15,Normal,0
4.474,tcp,-,FIN,7,176,118837,211543,1322.81,254,29,956096.5,111313.0,0,13,Normal,0
1.589,tcp,http,CON,125,236,38474,46304,515.32,128,32,889977.5,770808.6,12,5,Normal,0
1.415,udp,http,FIN,160,55,45900,191515,2789.74,128,60,107299.0,1223130.2,10,5,Generic,1
0.917,unas,dns,INT,121,156,97857,168977,2132.19,64,0,592735.6,1063808.7,7,14,Normal,0
0.291,tcp,ssh,FIN,4,243,84649,148343,1585.97,31,32,33643.2,1719942.5,8,11,Normal,0
19.895,tcp,http,RST,99,133,113509,107632,4435.02,64,252,320667.8,1145370.5,11,17,Normal,0
8.447,tcp,dns,INT,276,260,116612,93631,3652.6,254,29,910406.8,1052241.6,3,12,Normal,0
14.126,tcp,smtp,FIN,128,133,29720,93666,4876.99,254,29,362077.5,1652705.7,1,8,Exploits,1
1.735,tcp,dns,FIN,63,154,59857,78664,4181.91,128,0,960396.9,708409.0,2,15,Generic,1
5.528,tcp,http,CON,37,182,18788,97999,3425.43,128,0,778210.4,174295.0,6,9,Normal,0
1.366,tcp,http,FIN,236,50,60067,195844,536.99,255,0,498644.4,435619.4,7,12,Normal,0
27.567,udp,dns,FIN,233,46,43877,118896,119.93,31,252,341696.3,1979265.6,9,3,Normal,0
1.718,tcp,dns,FIN,43,319,117926,149395,967.69,254,29,824692.5,1196402.7,4,2,Analysis,1
15.599,tcp,dns,INT,11,82,13257,143889,4940.28,31,60,844960.3,107481.2,0,6,Generic,1
14.131,udp,dns,CON,22,321,42378,130548,3002.17,31,32,891658.6,662207.4,7,6,Generic,1
8.124,tcp,http,INT,241,54,57971,184000,3796.77,64,60,535329.8,1535888.4,10,5,Normal,0
16.422,tcp,dns,CON,298,257,95950,5605,2428.64,254,60,842704.6,1704738.6,12,19,Fuzzers,1
1.86,unas,http,FIN,292,69,28926,158115,4523.8,254,252,680348.2,1763258.3,7,3,DoS,1
16.288,tcp,dns,INT,111,181,55740,157386,2986.69,64,252,354836.4,1533718.9,11,15,Normal,0
35.512,tcp,dns,FIN,88,349,67984,202275,599.37,64,252,495421.2,1825786.1,9,9,Normal,0
4.365,tcp,-,CON,221,12,49026,201716,663.42,31,29,163337.5,284898.8,8,4,Generic,1
17.304,tcp,-,FIN,277,22,3314,94437,4542.72,255,32,925758.1,1735479.0,10,5,Fuzzers,1
18.924,tcp,http,INT,49,260,22096,231002,2559.08,255,60,824889.8,752931.9,5,18,Normal,0
12.286,udp,http,INT,249,96,110653,247488,4795.34,31,29,994041.4,19505.9,8,10,Generic,1
10.339,unas,dns,RST,106,148,2909,7586,4835.88,128,60,119821.4,474067.4,7,15,Normal,0
16.786,tcp,http,CON,243,142,52583,162813,4721.94,254,0,804048.0,1437266.3,5,19,Generic,1
13.231,tcp,dns,FIN,113,98,79384,187987,2858.75,64,252,264800.2,1733584.3,11,19,Normal,0
44.849,tcp,dns,CON,181,115,4191,51708,2486.8,254,32,410701.6,244111.7,5,12,Generic,1
6.368,unas,http,FIN,287,250,83106,83151,1371.67,128,0,80229.6,1941168.5,8,11,Normal,0
0.372,tcp,ssh,FIN,55,121,41008,193370,52.26,255,29,942231.9,195923.8,7,3,Generic,1
21.586,unas,smtp,FIN,178,137,10737,227998,3159.59,64,0,624679.8,1413653.0,3,3,Normal,0
4.457,tcp,http,FIN,192,312,20792,77990,774.49,64,60,878301.7,861831.7,1,13,Generic,1
3.746,tcp,smtp,REQ,81,229,49729,50219,1226.48,128,0,392070.8,112738.5,7,10,Normal,0
15.239,tcp,dns,FIN,183,211,117433,96996,2593.54,128,60,731725.1,669414.4,14,17,Fuzzers,1
6.787,udp,dns,CON,235,148,68417,45649,4985.4,255,60,464690.6,1775037.2,10,10,Fuzzers,1
0.996,unas,dns,FIN,280,329,8121,37293,3378.47,255,0,281723.2,1908195.1,9,7,Normal,0
35.015,unas,-,FIN,116,264,80290,229820,4878.94,31,60,958902.9,1401500.5,0,17,Generic,1
11.488,tcp,dns,FIN,65,167,112348,236308,1216.6,64,29,650452.4,1644296.9,12,2,Normal,0
14.123,udp,dns,FIN,293,51,88072,193040,3380.41,31,0,256804.7,816128.8,6,7,Normal,0
1.713,tcp,http,CON,50,257,116869,203392,4552.36,254,252,844941.3,1868695.6,0,4,Generic,1
4.303,tcp,dns,CON,227,118,84233,132515,1515.66,254,29,270406.0,1731625.9,12,12,Normal,0
2.887,tcp,dns,FIN,183,336,60132,26836,2137.92,64,29,170295.5,1466054.6,8,4,Normal,0
2.545,tcp,ftp-data,INT,170,59,83132,108060,1389.11,128,32,814784.2,1188203.3,5,13,Normal,0
2.052,udp,dns,FIN,15,244,57093,67830,619.72,64,29,966956.1,967775.7,2,15,DoS,1
22.952,tcp,dns,CON,267,59,49949,142900,609.79,128,32,928804.0,603235.9,10,12,Normal,0
3.215,tcp,http,FIN,215,287,112028,173571,1606.57,64,0,486739.7,1834990.4,7,9,Normal,0
6.113,tcp,-,FIN,159,264,20795,32563,2130.83,254,29,240912.4,1613178.6,12,8,Fuzzers,1
1.702,udp,http,FIN,255,94,48185,159624,4679.55,255,32,427096.8,287742.5,7,3,Normal,0
0.73,tcp,dns,INT,17,348,111333,247216,4997.52,254,0,838729.8,1689823.9,0,6,Normal,0
2.015,udp,-,FIN,242,216,75937,144345,102.39,128,32,222846.5,1744062.3,9,1,Normal,0
9.635,tcp,ssh,FIN,28,216,86264,13353,2374.14,128,60,190314.7,1310603.1,4,12,Exploits,1
1.144,tcp,-,FIN,33,311,11955,218432,960.06,255,0,469564.6,1872925.2,2,6,Reconnaissance,1
5.327,tcp,dns,INT,128,198,26789,149651,4359.17,254,252,693000.3,712681.8,8,16,Normal,0
3.074,tcp,ftp-data,FIN,181,149,94009,114478,3945.36,128,0,790283.7,92815.5,10,2,Normal,0
7.444,tcp,smtp,REQ,135,186,109510,143365,4820.59,128,252,588807.0,636378.5,2,0,Normal,0
0.274,tcp,dns,FIN,92,253,59403,118327,3715.09,128,32,43052.3,1191792.7,9,0,Normal,0
12.136,tcp,http,FIN,120,130,61626,221988,770.17,255,60,715473.7,399251.6,14,18,Fuzzers,1
9.415,tcp,dns,FIN,169,150,50415,128920,1174.51,64,32,871480.4,1078928.4,4,16,Generic,1
12.207,tcp,-,CON,7,310,55931,54777,4399.66,254,32,58889.9,1938808.8,0,5,Normal,0
11.17,tcp,dns,FIN,26,98,42800,219278,3256.06,31,60,286853.3,704779.3,11,7,Generic,1
4.302,tcp,http,CON,200,311,32914,27967,1017.39,254,0,801765.8,1903754.4,4,10,Normal,0
25.416,tcp,dns,INT,108,13,44696,193067,639.78,31,252,311206.9,1143741.9,7,4,Normal,0
11.399,tcp,ssh,FIN,136,98,94278,42294,416.08,254,29,593196.0,1947567.2,14,7,Fuzzers,1
5.347,tcp,-,FIN,117,0,34679,153648,3266.57,128,32,311694.6,831706.0,14,19,Exploits,1
2.155,udp,dns,FIN,3,97,81561,102301,3877.57,255,29,315090.8,1628009.4,2,16,Normal,0
13.848,tcp,http,FIN,290,146,21971,69695,2592.5,128,32,17908.0,1135001.6,4,11,Exploits,1
4.475,tcp,dns,CON,142,2,5873,248835,4374.12,128,60,829767.6,807436.9,8,10,Generic,1
23.952,tcp,smtp,FIN,168,88,101581,209605,4833.53,31,0,592639.0,1662216.3,3,1,Normal,0
6.725,tcp,http,FIN,64,200,53728,111890,1980.6,64,32,369727.1,1940172.7,2,6,Fuzzers,1
5.326,tcp,ssh,FIN,101,198,116617,120332,2887.99,128,252,140657.3,1838733.8,5,17,Normal,0
25.261,tcp,dns,CON,89,23,63215,186851,630.51,254,60,261557.6,1724107.6,2,3,Exploits,1
1.018,tcp,http,CON,259,256,18390,179054,2990.98,64,60,619228.2,1359487.2,9,18,Generic,1
24.134,tcp,http,FIN,18,261,19140,80880,694.05,64,32,299322.0,1663252.0,11,11,Exploits,1
21.672,udp,ftp-data,FIN,133,150,111986,150279,40.17,64,0,513010.5,1578316.9,5,6,Normal,0
5.273,tcp,dns,CON,246,141,89802,109867,1411.79,254,252,351636.3,83383.4,14,12,Normal,0
6.773,tcp,smtp,FIN,92,218,77866,25678,4191.02,254,29,200873.0,399959.1,13,14,Normal,0
5.542,unas,dns,FIN,43,169,79715,131884,2040.4,128,60,542856.6,296929.6,14,1,Generic,1
8.036,tcp,dns,CON,299,4,72890,26183,4519.66,128,0,386791.6,274031.0,7,9,Normal,0
22.845,tcp,dns,FIN,272,114,16061,170726,456.42,31,32,293010.1,1711533.5,9,0,Normal,0
15.493,udp,dns,FIN,44,129,24656,242355,453.38,64,29,724149.0,16539.3,3,10,Normal,0
11.496,ospf,http,CON,141,277,92328,198540,1818.66,254,32,485546.1,1635170.1,2,5,Normal,0
1.794,tcp,-,FIN,81,106,100490,192799,3644.85,31,0,495697.3,1889402.5,4,1,Normal,0
0.774,arp,-,FIN,24,201,1130,228685,3938.12,64,60,748544.3,1940782.8,2,12,Normal,0
2.635,tcp,http,CON,4,97,114391,124357,3325.82,31,252,695910.5,1466316.1,8,15,Generic,1
4.13,tcp,http,CON,173,313,116234,120012,3879.1,255,60,602564.3,490538.4,8,13,Normal,0
7.342,tcp,http,RST,22,196,117900,175639,1907.64,255,252,389564.4,212747.5,4,3,Normal,0
5.006,tcp,dns,REQ,241,166,52644,116155,337.52,254,252,884755.8,564384.6,12,15,Normal,0
10.957,tcp,ssh,CON,261,44,58545,144738,22.62,128,60,832942.0,1167829.1,3,14,Normal,0
2.148,tcp,http,FIN,260,140,95565,54562,474.25,128,0,275243.7,1512232.9,11,19,Normal,0
41.025,tcp,dns,FIN,34,42,5249,209015,881.07,64,60,368544.8,1624012.4,6,19,Normal,0
14.247,udp,ftp-data,CON,126,321,54703,26555,1628.68,254,60,958645.9,1968348.7,3,4,Generic,1
1.61,tcp,smtp,CON,126,208,100465,51894,4737.23,255,252,269159.5,1510428.2,7,3,Normal,0
1.746,ospf,http,INT,287,306,28567,164651,2479.9,31,252,697297.3,889411.8,14,15,Normal,0
9.119,tcp,dns,FIN,209,307,117267,63128,4070.87,128,60,127719.1,997863.6,8,10,Normal,0
0.628,udp,dns,RST,141,73,82596,90509,1041.1,254,32,751216.1,1836812.9,13,11,Normal,0
4.416,tcp,ftp-data,INT,57,248,119148,81879,4955.6,64,32,133333.9,1247133.2,0,4,Normal,0
10.629,tcp,dns,FIN,28,265,72652,108021,2962.0,128,252,222059.4,1931116.4,11,18,Normal,0
33.541,tcp,dns,FIN,19,148,59734,237738,3685.23,254,29,581536.8,1042909.3,3,18,Generic,1
